Name,Country,Sector,Industry,Currency,Market,Exchange,Nber_of_analyst_opinions,MarketCap,Volatility,Recommendation_mean
Aegean Marine Petroleum Network Inc.,USA, , , ,us_market,NYQ, , , , 
American National Insurance Company,USA,Financial Services,Insurance—Diversified,USD,us_market,NMS, ,2328162560,0.622322, 
"Achaogen, Inc.",USA, , , ,us_market,NGM, , , , 
"American Electric Technologies, Inc",USA, , , ,us_market,NCM, , , , 
Adamis Pharmaceuticals Corporation,USA,Healthcare,Drug Manufacturers—Specialty & Generic,USD,us_market,NCM,1,49460580,2.121195,3
"American Campus Communities, Inc.",USA,Real Estate,REIT—Residential,USD,us_market,NYQ,8,5547945984,0.890078,2.4
REX American Resources Corporation,USA,Energy,Oil & Gas Refining & Marketing,USD,us_market,NYQ,2,501209088,1.259301,2
"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",USA,Industrials,Airports & Air Services,MXN,us_market,NYQ,8,6158499840,0.821998,2.6
Navios Maritime Acquisition Corporation,USA,Energy,Oil & Gas Midstream,USD,us_market,NYQ,1,64992920,2.169673,3
"National American University Holdings, Inc.",USA,Consumer Defensive,Education & Training Services,USD,us_market,NGM,1,2483943,-0.379932, 
Helios and Matheson Analytics Inc.,USA,Technology,Information Technology Services,USD,us_market,NCM,1,800615,1.099774, 
"German American Bancorp, Inc.",USA,Financial Services,Banks—Regional,USD,us_market,NMS,4,874510784,0.784667,3
Caesars Acquisition Company,USA, , , ,us_market,NMS, , , , 
British American Tobacco p.l.c.,USA,Consumer Defensive,Tobacco,GBP,us_market,NYQ,3,81681997824,0.602531,1.7
"Axion Power International, Inc.",USA, , , ,us_market,PNK, , , , 
AVX Corporation,USA, , , ,us_market,NYQ, , , , 
"Asure Software, Inc.",USA,Technology,Software—Application,USD,us_market,NCM,7,121531768,1.193912,2
"Assembly Biosciences, Inc.",USA,Healthcare,Biotechnology,USD,us_market,NCM,5,186906208,1.31567,1.7
"Asta Funding, Inc.",USA, , , ,us_market,NMS, , , , 
"Ascent Capital Group, Inc.",USA, , , ,us_market,NMS, , , , 
Aristocrat Group Corp.,USA, ,Beverages—Wineries & Distilleries, ,us_market,PNK, ,54372,1.331454, 
"Ares Management, L.P.",USA,Financial Services,Asset Management,USD,us_market,NYQ,10,6597573632,1.28974,1.9
"Aqua Metals, Inc.",USA,Industrials,Waste Management,USD,us_market,NCM, ,74022480,1.322435,1
Anchor Bancorp,USA, , , ,us_market,NGM, , , , 
"Ameresco, Inc.",USA,Industrials,Engineering & Construction,USD,us_market,NYQ,5,2147751936,0.481961,1.8
Asanko Gold Inc.,USA, , , ,us_market,ASE, , , , 
AeroCentury Corp.,USA,Industrials,Rental & Leasing Services,USD,us_market,ASE, ,3617359,2.360202, 
"ARCA biopharma, Inc.",USA,Healthcare,Biotechnology,USD,us_market,NCM, ,39056960,3.017474, 
"AAC Holdings, Inc.",USA, , , ,us_market,NYQ, , , , 
"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",USA,Industrials,Airlines,MXN,us_market,NYQ,11,1099129600,1.467254,2.2
Atlassian Corporation Plc,USA,Technology,Software—Application,USD,us_market,NMS,19,55836200960,0.977777,2
"SORL Auto Parts, Inc.",USA, , , ,us_market,NGM, , , , 
New England Realty Associates LP,USA,Real Estate,Real Estate—Diversified,USD,us_market,ASE, ,182927216,0.481961, 
Forward Pharma A/S,USA,Healthcare,Biotechnology,USD,us_market,NMS, ,49001908,1.848928, 
"EVERTEC, Inc.",USA,Technology,Software—Infrastructure,USD,us_market,NYQ,7,2717854720,1.151071,2.4
Bayer Aktiengesellschaft,Germany,Healthcare,Drug Manufacturers—General, ,us_market,GER,27,46866538496,1.360126,2.2
Alexco Resource Corp.,USA,Basic Materials,Other Precious Metals & Mining,CAD,us_market,ASE,2,340715008,1.431736,2
ATA Inc.,USA, , , ,us_market,NGM, , , , 
"ArQule, Inc.",USA, , , ,us_market,NGM, , , , 
Ark Restaurants Corp.,USA,Consumer Cyclical,Restaurants,USD,us_market,NGM, ,51205232,1.012401, 
American River Bankshares,USA,Financial Services,Banks—Regional,USD,us_market,NMS,3,66440960,0.706877,1.7
"Amber Road, Inc.",USA, , , ,us_market,NYQ, , , , 
"Alliqua BioMedical, Inc.",USA, , , ,us_market,NCM, , , , 
"AstroNova, Inc.",USA,Technology,Computer Hardware,USD,us_market,NGM, ,72974520,0.459977,3
"Allied Healthcare Products, Inc.",USA,Healthcare,Medical Devices,USD,us_market,NCM, ,19425534,-5.377677, 
Adecoagro S.A.,USA,Consumer Defensive,Farm Products,USD,us_market,NYQ,9,708727552,1.007328,2.3
"Adams Diversified Equity Fund, Inc.",USA,Financial Services,Asset Management, ,us_market,NYQ, ,1838916352,0.990417, 
